ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_696,tin_registration,What is the process for updating TIN information?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Mene ne sakamakon binciken da aka yi game da koyarwar Littafi Mai Tsarki?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_697,tin_registration,Is TIN registration available through electronic platforms?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Za ka iya samun labarin nan ta wajen kunna hotuna?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_698,paye,What is the Pay-As-You-Earn system under Nigerian tax law?,PAYE is a statutory tax deduction system under the NTA 2025 whereby employers deduct income tax from employees' gross emoluments monthly and remit to the employee's State IRS.,Menene tsarin doka na doka da aka bayar bisa doka ta gwamnati?,Majalisar Ɗinkin Duniya ce take yin amfani da kuɗin da ake kashewa wajen biyan haraji da na ma'aikatan gwamnati.,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Majalisar, Ɗinkin, Duniya, amfani, kuɗin",HIGH
TAX_699,paye,How is PAYE administered within the Nigerian tax framework?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,Ta yaya za a yi wa ƙabilar mafaka?,AGBOR 7 (Turanci),"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","AGBOR, (Turanci)",REVIEW_NEEDED
TAX_700,paye,Who bears the responsibility for PAYE remittance?,The employer bears full legal responsibility for deducting and remitting PAYE. Failure attracts a 10% penalty plus CBN interest on the unremitted amount.,Wanene ke da hakkin yin amfani da na'ura mai ƙwaƙwalwa?,"Alal misali, yin amfani da ' yancin da aka ba shi na ' yancin yin zaɓe da kuma yin amfani da na'urar buga littattafai yana jawo matsaloli da yawa a kan yawan kuɗin da ake kashewa.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","misali,, amfani, yancin, yancin, amfani",HIGH
TAX_701,paye,What statutory deductions are included in PAYE calculations?,"Statutory deductions include: Pension (8% of basic salary), NHF (2.5% of basic salary), NHIS contributions, and life insurance premiums. These reduce the chargeable income before PAYE is applied.",Waɗanne abubuwa ne aka haɗa cikin jini?,"Fegi da Gida: Kuna iya yi wa kashi 15 bisa ɗari na kuɗin da kuke kashewa, wato, kuɗin da kuke kashewa, da kuma kuɗin da kuka ajiye a banki ga Watch Tower kafin ku yi amfani da shi.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Gida:, kashi, kuɗin, kashewa,, wato,",HIGH
TAX_702,paye,How is PAYE liability computed for employees?,Annual Gross Income minus statutory deductions (Pension + NHF + NHIS + life insurance + rent relief) = Chargeable Income. Apply progressive tax bands. Divide annual tax by 12 for monthly PAYE.,Ta yaya aka kwatanta hakkin da ma'aikata suke da shi ga ma'aikata?,"Ko da yake ana yawan amfani da waɗannan makaman a kowace shekara, amma ba a yawan amfani da su a aikin soja.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","yawan, amfani, waɗannan, makaman, kowace",HIGH
TAX_703,paye,What are the employer's obligations under the PAYE system?,"Employers must: register with State IRS, deduct PAYE monthly, remit by the 10th of the following month, file monthly returns, issue annual tax deduction certificates, and maintain PAYE records for 6 years.",Wane hakki ne ake da shi wajen yin amfani da shi a hanyar da ta dace?,"Masu bincike suna bukatar su yi amfani da waɗannan kalmomin: A shekara ta 1039 K.Z., za a yi sanarwa a kan takardar haraji da za a yi amfani da su a taron shekara - shekara, a ba da ƙarin bayani game da haraji da kuma cin hanci da rashawa da aka yi a shekara ta 639 K.Z., da kuma sa'ad da za a yi amfani da shi.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","bincike, bukatar, amfani, waɗannan, kalmomin:",HIGH
TAX_704,paye,What penalties apply for failure to remit PAYE?,Employers who fail to remit PAYE face a penalty of 10% of the unremitted amount plus interest at the prevailing CBN Monetary Policy Rate per annum under the NTA 2025.,Mene ne ake yi don kada a yi amfani da shi a hanyar da ba ta dace ba?,Waɗanda suke amfani da su ba sa saka hannu a siyasa a shekarar da ta shige.,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","Waɗanda, amfani, hannu, siyasa, shekarar",HIGH
TAX_705,paye,How can employees verify PAYE deductions?,"Check payslips monthly, request annual employer certificate of deduction, verify through your State IRS portal using TIN, or engage a tax professional to review your PAYE records.",Ta yaya ma'aikata za su iya yin amfani da kuɗin da aka ba su don su yi aikin da aka ba su?,"Alal misali, ka yi la'akari da takardar gayyata da aka bayar a taron shekara - shekara na Waƙar Waƙoƙi, ta wajen yin amfani da wannan takardar a kan takardar haraji, ko kuma ka yi amfani da na'urar bincike don ƙarin bayani.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","misali,, la'akari, takardar, gayyata, bayar",HIGH
TAX_706,paye,Is PAYE applicable to all categories of employees?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,Shin zai dace a yi kowane irin aikin da aka ba shi?,AGBOR 7 (Turanci),"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","AGBOR, (Turanci)",REVIEW_NEEDED
TAX_707,paye,What regulatory body oversees PAYE compliance?,"State Internal Revenue Services (e.g., KIRS, LIRS, BIRS) oversee PAYE compliance for employees. The Joint Tax Board coordinates between federal and state tax authorities.",Wane tanadi ne iyaye suke yi don su cika cikar annabcin Littafi Mai Tsarki?,"Alal misali, ma'aikata suna kula da ma'aikata sosai.","PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025","misali,, ma'aikata, ma'aikata, sosai.",HIGH
TAX_708,personal_income_tax,What constitutes taxable income under the Personal Income Tax Act?,"Taxable income includes all income accruing to a resident individual: employment income, business profits, investment income (dividends, interest, royalties), rental income, capital gains, and digital income.",Menene tara dukiya bisa Doka ta ƙunsa game da haraji na mutane?,"Alal misali, kuɗin da suke samu ya haɗa da dukan kuɗin da mai gida yake kashewa, sana'ar kuɗi, sana'o'i, kasuwanci, da kuɗi.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","misali,, kuɗin, dukan, kuɗin, kashewa,",HIGH
TAX_709,personal_income_tax,Who qualifies as a taxable individual in Nigeria?,"Any individual resident in Nigeria (domiciled, permanent home, or present 183+ days) who earns income above the minimum wage threshold is a taxable individual under the NTA 2025.",Wanene ya ce yana da kyau a yi amfani da shi a Nijeriya?,"Kowane mutum da ke zama a ƙasar Nijeriya, gidan haya na kwanaki 18 ko fiye da haka, zai iya samun kuɗin biyan bashin da yake biya na kuɗin haraji da shi kaɗai.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Kowane, mutum, ƙasar, Nijeriya,, gidan",HIGH
TAX_710,personal_income_tax,How is personal income tax liability determined?,PIT liability = (Gross Income minus allowable deductions) multiplied by applicable progressive tax rates. The resulting annual tax is divided by 12 for monthly PAYE deductions.,Ta yaya ake sanin hakkin da ake da shi game da haraji na mutane?,"An ba da wannan kuɗin ne don a ƙara kuɗin magani. A shekara ta 1239 K.Z., an rage kuɗin da ake biya don a yi amfani da shi wajen yin amfani da jini.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","wannan, kuɗin, kuɗin, magani., shekara",HIGH
TAX_711,personal_income_tax,What deductions are allowable under Nigerian tax law?,"Allowable deductions include: pension contributions (8% of basic salary), NHF (2.5%), NHIS, life insurance premiums, and rent relief (20% of rent paid, maximum N500,000).",Me ya sa doka ta hana a yi amfani da dokar da aka ba da ta hannun Musa?,"Don samun kuɗin biyan bukatun rayuwa, ka yi la'akari da kuɗin da ake samu daga kashi biyu na kuɗin da ake biya na albashi mai tsoka da kuma kuɗin da ake biya na albashi mai tsoka.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","samun, kuɗin, biyan, bukatun, rayuwa,",HIGH
TAX_712,personal_income_tax,What income streams are exempt from taxation?,"Exempt streams: minimum wage earnings, approved pension income, military salary, government bond interest, disability compensation (up to N50m), foreign dividends/rent via approved banking channels.",A waɗanne wurare ne ake samun kuɗin biyan haraji?,"Yawan kuɗin da za a samu: Aiki na kuɗi, biyan haraji, haraji, haraji, biyan bukatun gwamnati, har da kawar da talauci daga ƙasashen waje.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Yawan, kuɗin, samu:, kuɗi,, biyan",HIGH
TAX_713,personal_income_tax,How are allowances treated for tax purposes?,"Most employment allowances are included in gross income for PAYE calculation. Benefits-in-kind are valued and added to taxable income. Only specific employer-provided items (uniforms, tools) are excluded.",Ta yaya aljanu suke ƙoƙarin su sa wasu su ji rauni?,Yawancin masu aiki a wurin aiki sun haɗa da kuɗin da ake biya wa masu kiwon lafiya.,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Yawancin, wurin, kuɗin, kiwon, lafiya.",HIGH
TAX_714,personal_income_tax,What is the applicable tax rate for individuals?,"Progressive rates apply: 0% on first N800,000; 15% on N800k-N3m; 18% on N3m-N12m; 21% on N12m-N25m; 23% on N25m-N50m; 25% on amounts exceeding N50m per annum.",Menene irin wannan girman kai ya ƙunsa ga mutane na zahiri?,An yi amfani da waɗannan ayoyi a cikin ci gaba: ƙarni na farko A.Z.,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","amfani, waɗannan, ayoyi, cikin, gaba:",HIGH
TAX_715,personal_income_tax,Are self-employed individuals subject to income tax?,Yes. Self-employed individuals pay PIT through Direct Assessment with their State IRS. They must file annual returns by March 31st and pay tax on net business profits.,Waɗanda suke aiki bisa doka suna ba da gudummawar kuɗi ne game da kuɗin kashe aure?,"Hakika, ma'aikata masu aiki tuƙuru suna ba da kansu ta wajen bincika al'amura da suka ƙunshi shekara 31 kafin a biya kuɗin haraji da kuma biyan haraji.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Hakika,, ma'aikata, tuƙuru, kansu, wajen",HIGH
TAX_716,personal_income_tax,How is residency determined for tax purposes?,"A person is a tax resident in Nigeria if they are domiciled there, have a permanent home available, sojourn for 183+ days in a 12-month period, or serve as a Nigerian diplomatic officer abroad.",Ta yaya ake kula da gidan tsofaffi?,Wani mai kula da da'ira a Nijeriya yana da gidaje fiye da 18 a rana ta 12 ko kuma a matsayin ma'aikacin gwamnati a wata ƙasa.,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","da'ira, Nijeriya, gidaje, matsayin, ma'aikacin",HIGH
TAX_717,personal_income_tax,What provisions govern income earned from multiple sources?,"Under NTA 2025, all income from multiple sources is aggregated and taxed jointly as total income. The progressive tax bands apply to the combined chargeable income from all sources.",Wane tsarin kuɗi ne ake samu a wurare da yawa?,"Sa'ad da aka yi la'akari da misalin shekara 20 da suka shige, dukan kuɗin da suke samu daga cikakken kuɗin da suke samu daga wurare masu nisa suna samun isashen kuɗi.","PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule","Sa'ad, la'akari, misalin, shekara, shige,",HIGH
TAX_718,filing,What is the statutory requirement for filing tax returns?,"Under the NTA 2025, every taxable person must file an annual return of total income from all sources, whether or not tax is payable, by March 31st (individuals) or within 6 months (companies).",Mecece doka game da haraji?,"Sa'ad da muke shiri don shekararsa ta ashirin, ya kamata a ba da jawabin aure na shekara - shekara a kowace shekara, ko ba haka ba?","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","Sa'ad, shiri, shekararsa, ashirin,, kamata",HIGH
TAX_719,filing,When is the deadline for submission of tax returns?,Individuals: March 31st annually. Companies: within 6 months after the financial year-end. VAT: 21st of each following month. WHT: 21st of each following month.,Yaushe ne lokaci ya yi da za a ba da jawabin haraji?,"A ranar 21 ga Maris, shekara ta 33 A.Z.: A cikin watanni shida da suka biyo baya, an saka hotunan batsa a jikin mutum na huɗu.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","ranar, Maris,, shekara, A.Z.:, cikin",HIGH
TAX_720,filing,What are the consequences of late filing?,"Late filing penalties: N50,000 for the first month and N25,000 for each subsequent month. Interest accrues on any outstanding tax liability at the CBN Monetary Policy Rate.",Menene sakamakon jawabin nan da nan?,"Alal misali: A watan farko na wata ɗaya kuma kowane wata, za a mai da dukan kuɗin da aka biya a kan kuɗin da ake kashewa a siyasa.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","misali:, watan, farko, kowane, wata,",HIGH
TAX_721,filing,What procedures are involved in filing tax returns?,Tax returns must be filed annually. Individuals file by March 31st; companies file within 6 months after their financial year end. Returns can be filed online through the FIRS e-filing portal at efiling.firs.gov.ng.,Waɗanne ƙa'idodi ne aka yi amfani da su game da yin magana game da haraji?,"A ƙarshen shekara ta 31 A.Z., ' yan kasuwa suna ba da rahoton yawan kuɗin da ake kashewa a kan yadda za a yi amfani da shi wajen yin wa'azi.","filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30","ƙarshen, shekara, A.Z.,, kasuwa, rahoton",HIGH
