ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_782,digital_tax,What reporting requirements apply to digital earnings?,"All digital earnings must be included in the annual PIT return. Keep records of all transactions (platform statements, payment receipts, bank records showing deposits). Convert FX at CBN rates.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_783,digital_tax,How are cryptocurrency transactions taxed?,"Each crypto disposal (sale, swap, use as payment) is a potentially taxable event. Gains (proceeds minus cost basis) are subject to CGT at progressive PIT rates. Mining income is taxed as business income.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_784,digital_tax,What regulations govern e-commerce taxation?,E-commerce is taxed under standard PIT (sole traders) or CIT (registered companies). VAT at 7.5% applies to taxable goods/services sold online. Foreign e-commerce platforms need SEP registration for Nigerian revenue.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_785,digital_tax,Are social media earnings subject to tax?,"Yes. All earnings from social media platforms (sponsored content, affiliate links, brand deals, platform monetization) are taxable self-employment income that must be declared in your annual PIT return.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_786,digital_tax,What compliance measures apply to digital platforms?,"Nigerian digital platforms must: register for CIT/PIT, charge VAT on taxable supplies, deduct WHT on payments to suppliers, file all tax returns, and maintain financial records for 6 years.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_787,digital_tax,How does Nigeria regulate cross-border digital taxation?,Nigeria uses the Significant Economic Presence (SEP) rule to tax foreign digital companies earning from Nigerian users. This is consistent with OECD Pillar One principles on taxing the digital economy.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_788,tax_general,Can you explain how taxation works in Nigeria?,"In Nigeria, individuals pay PIT to their State IRS, companies pay CIT to FIRS, and businesses collect VAT on behalf of FIRS. All taxable persons must register, file returns, and pay within legal deadlines.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_789,tax_general,What are the main types of taxes in Nigeria?,"Main taxes: Personal Income Tax (salary/business income), Company Income Tax (company profits), VAT (goods/services), Withholding Tax (deducted at source), Capital Gains Tax (asset disposal), and Stamp Duty (documents).",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_790,tax_general,Why is taxation important for the country?,"Taxation is the primary source of government revenue. Without tax, there would be no funding for roads, schools, hospitals, defence, and social programmes that sustain the country.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_791,tax_general,Who is responsible for collecting taxes in Nigeria?,"FIRS/NRS collects federal taxes (CIT, VAT, WHT, Development Levy). State Internal Revenue Services (KIRS, LIRS, etc.) collect PIT from individuals and businesses in their states.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_792,tax_general,What has changed in the recent tax reforms?,"Key 2025 changes: 0% CIT for small companies, 0% PIT for minimum wage earners, new 4% Development Levy, rent relief allowance (N500k max), digital income now taxed, and all major tax laws consolidated into one Act.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_793,tax_general,How does tax affect individuals in Nigeria?,Tax reduces disposable income but funds essential services. Low earners are protected through exemptions (0% on first N800k). Compliance is rewarded with Tax Clearance Certificates needed for business and government contracts.,,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_794,tax_general,What is the role of government in taxation?,"The government sets tax rates, collects revenue through NRS/FIRS and State IRS, enforces compliance, grants incentives, and uses tax proceeds to fund national development.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_795,tax_general,Are taxes the same across all states?,"No. Federal taxes (CIT, VAT) are uniform nationwide. But state taxes like PIT rates and levies vary slightly by state. Each state has its own IRS (KIRS, LIRS, BIRS, etc.).",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_796,tax_general,How is tax policy implemented in Nigeria?,"Tax policy is formulated by the Federal Ministry of Finance, implemented by the NRS/FIRS and State IRS offices, and governed by the Nigeria Tax Act 2025 and related legislation.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_797,tax_general,What should every citizen know about tax?,"Every citizen should know: register for TIN, file annual returns, pay tax by deadlines, keep records for 6 years, know your exemptions and reliefs, and report unfair treatment to the Tax Ombudsman.",,,"tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions
TAX_798,tin_registration,How can I register for a Tax Identification Number?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_799,tin_registration,Is it necessary to have a TIN before working?,Yes. Your employer is required to have your TIN before processing your first salary to ensure PAYE is correctly remitted to your State IRS.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_800,tin_registration,Where can I apply for a TIN in Nigeria?,"Apply online at tin.jtb.gov.ng, or visit FIRS offices in Abuja, Lagos, Kano, Port Harcourt, and other major cities, or your State Internal Revenue Service office.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_801,tin_registration,Can I complete TIN registration online?,"Yes, fully. Visit tin.jtb.gov.ng, provide your NIN, personal details, and email. Your TIN is emailed within 24-48 hours. No physical visit required for standard registration.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_802,tin_registration,How long does it take to get a TIN?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_803,tin_registration,Can I update my TIN details later?,Yes. Contact your State IRS or FIRS with your updated information and supporting documents. Changes to address and contact details are straightforward; identity changes require official documents.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_804,tin_registration,What happens if I don't have a TIN?,"Without a TIN: banks may restrict your account, government contracts become inaccessible, employers cannot properly process PAYE, and you face penalties of N50,000+ for non-registration.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_805,tin_registration,Is TIN required for small businesses?,Yes. All businesses regardless of size must register for TIN. Small businesses also need TIN to open business bank accounts and receive payments from companies.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_806,paye,How does the PAYE system operate in Nigeria?,"Employers register with the relevant State IRS, calculate each employee's annual tax, deduct monthly instalments from gross salary, remit to State IRS by 10th of following month, and file monthly returns.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_807,paye,Why is tax deducted from my salary?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_808,paye,How can I verify my PAYE deductions?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_809,paye,Who is responsible for PAYE remittance?,"The employer is solely responsible for PAYE remittance. This is a non-negotiable legal duty. Even if the employer faces financial difficulties, PAYE must be remitted on time.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_810,paye,Can I request details of my PAYE calculation?,"Yes. You have the right to request a detailed breakdown of your PAYE calculation from your employer. They must provide this in writing, including your gross income and all deductions.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_811,paye,Is PAYE applicable to all employees?,PAYE applies to all employees earning above the minimum wage threshold. Those earning exactly at or below the National Minimum Wage are exempt from PIT and thus PAYE.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
